OBJECTID,tract,pop2010,California_County,ZIP,City,Longitude,Latitude,CIscore,CIscoreP,CES_3_0_Percentile_Range,ozone,ozoneP,pm,pmP,diesel,dieselP,drink,drinkP,pest,pestP,RSEIhaz,RSEIhazP,traffic,trafficP,cleanups,cleanupsP,gwthreats,gwthreatsP,haz,hazP,iwb,iwbP,swis,swisP,Pollution,PollutionScore,PollutionP,asthma,asthmaP,lbw,lbwP,cvd,cvdP,edu,eduP,ling,lingP,pov,povP,unemp,unempP,housingB,housingBP,PopChar,PopCharScore,PopCharP,Children_under10_pct,Pop_11_64_years_pct,Elderly_over_65_pct,Hispanic_pct,White_pct,African_American_pct,Native_American_pct,Asian_American_pct,Other_pct,OBJECTID_1,CIdecile,CIvigintile,tract_text,tract_id,OBJECTID_12,tract_1,Year_,City_1,LACity,Community_Name,SPA,SD,CD,DemogSurvCt,YouthSurvCt,SheltHmisCt,ShelterCountAny,StreetCountAny,totStreetSingAdult,totStreetFamHH,totStreetFamMem,totCars,totVans,totCampers,totTents,totMakeshift,totCarPeople,totVanPeople,totCamperPeople,totTentPeople,totMakeshiftPeople,FamCarHH,FamVanHH,FamCamperHH,FamTentHH,FamMakeshiftHH,FamCarPeople,FamVanPeople,FamCamperPeople,FamTentPeople,FamMakeshiftPeople,IndCarPeople,IndVanPeople,IndCamperPeople,IndTentPeople,IndMakeshiftPeople,totESAdultSingAdult,totESAdultFamHH,totESAdultFamMem,totESYouthSingYouth,totESYouthFamHH,totESYouthFamMem,totESYouthUnaccYouth,totTHAdultSingAdult,totTHAdultFamHH,totTHAdultFamMem,totTHYouthSingYouth,totTHYouthFamHH,totTHYouthFamMem,totTHYouthUnaccYouth,totSHAdultSingAdult,totSHAdultFamHH,totSHAdultFamMem,totSHYouthSingYouth,totSHYouthFamHH,totSHYouthFamMem,totSHYouthUnaccYouth,totUnsheltPeople,totESPeople,totTHPeople,totSHPeople,totSheltPeople,totPeople,tract_id_1,Shape_Length,Shape_Area
1151,6037297120.000000000000000,3315,Los Angeles,90731,San Pedro,-118.285096100000004,33.728081199999998,47.320000000000000,86,85-90%,0.042000000000000,32,11.210000000000001,66,51.899999999999999,96,198.879999999999995,15,0.000000000000000,0,5118.460000000000036,81,470.430000000000007,28,13.600000000000000,74,46.250000000000000,90,0.400000000000000,73,9,81,0.000000000000000,0,51.479999999999997,6.340000000000000,76,84.980000000000004,88,4.360000000000000,35,9.680000000000000,71,42.799999999999997,89,12.000000000000000,66,47.100000000000001,70,17.899999999999999,92,25.899999999999999,79,71.969999999999999,7.460000000000000,82,16.300000000000001,75.700000000000003,8.000000000000000,69.500000000000000,18.399999999999999,5.500000000000000,0.400000000000000,4.500000000000000,1.800000000000000,947,9,18,6037297120,297120,980,297120,2019,Los Angeles,1,San Pedro,8,4,15,0,0,0,0,1,5,0,0,3,1,2,0,0,6,2,4.005000000000000,0,0,0,0,0.000000000000000,0,0,1,0,0.000000000000000,0,0,5,2,4.005000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.635000000000002,0,0,0,0,16.635000000000002,297120,3118.457019147278970,443261.446089800039772
1152,6037702901.000000000000000,8866,Los Angeles,90292,Marina del Rey,-118.453229199999996,33.981509500000001,23.120000000000001,45,45-50%,0.046000000000000,53,12.050000000000001,82,26.809999999999999,80,495.480000000000018,53,0.000000000000000,0,1833.259999999999991,67,1219.420000000000073,76,16.649999999999999,80,39.799999999999997,88,0.320000000000000,70,32,100,6.000000000000000,79,66.780000000000001,8.230000000000000,97,30.320000000000000,26,4.180000000000000,30,6.440000000000000,30,2.800000000000000,9,5.900000000000000,41,18.000000000000000,23,6.200000000000000,22,14.500000000000000,33,27.100000000000001,2.810000000000000,16,4.900000000000000,81.700000000000003,13.400000000000000,7.700000000000000,74.700000000000003,5.100000000000000,0.200000000000000,8.400000000000000,3.800000000000000,4108,5,10,6037702901,702901,1970,702901,2019,Unincorporated,1,Unincorporated Ballona Wetlands/Unincorporated Marina del Rey,5,4,11,0,2,0,0,1,5,0,0,2,0,0,10,2,3,0,0.000000000000000,13,3,0,0,0.000000000000000,0,0,1,0,0.000000000000000,0,0,2,0,0.000000000000000,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.980000000000000,0,0,0,0,25.980000000000000,702901,7913.762715706134259,3759101.999772008974105
1153,6037701000.000000000000000,5431,Los Angeles,90212,Beverly Hills,-118.405773699999997,34.061864499999999,20.750000000000000,40,40-45%,0.046000000000000,53,12.050000000000001,82,22.770000000000000,69,625.460000000000036,71,0.000000000000000,0,1525.289999999999964,65,1419.619999999999891,81,11.250000000000000,66,0.000000000000000,0,0.380000000000000,72,0,0,2.000000000000000,50,52.600000000000001,6.480000000000000,79,17.680000000000000,6,5.560000000000000,67,5.340000000000000,16,1.900000000000000,5,4.400000000000000,33,14.199999999999999,15,12.199999999999999,71,15.500000000000000,37,30.879999999999999,3.200000000000000,21,7.800000000000000,73.500000000000000,18.699999999999999,6.000000000000000,79.099999999999994,2.300000000000000,0.200000000000000,8.500000000000000,4.000000000000000,4496,5,9,6037701000,701000,1941,701000,2019,Beverly Hills,2,Beverly Hills,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000000000000,0,0,0,0,1.000000000000000,701000,5751.413074449689702,1421082.151921138400212
1154,6037194500.000000000000000,2037,Los Angeles,90048,Los Angeles,-118.369595799999999,34.078175299999998,27.059999999999999,54,50-55%,0.048000000000000,61,12.050000000000001,82,24.370000000000001,74,664.070000000000050,79,0.000000000000000,0,1731.390000000000100,66,1518.410000000000082,83,0.400000000000000,6,17.100000000000001,66,0.380000000000000,72,0,0,1.000000000000000,33,54.189999999999998,6.670000000000000,82,29.699999999999999,25,3.640000000000000,19,7.440000000000000,43,5.100000000000000,20,12.400000000000000,67,24.399999999999999,35,13.500000000000000,78,17.000000000000000,45,39.090000000000003,4.050000000000000,33,10.500000000000000,70.000000000000000,19.500000000000000,5.300000000000000,82.900000000000006,1.900000000000000,0.000000000000000,6.600000000000000,3.300000000000000,3665,6,11,6037194500,194500,462,194500,2019,Los Angeles,1,Melrose,4,3,5,7,0,0,0,1,10,0,0,0,0,0,10,4,0,0,0.000000000000000,13,7,0,0,0.000000000000000,0,0,0,0,0.000000000000000,1,0,0,0,0.000000000000000,13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.802000000000000,0,0,0,0,30.802000000000000,194500,4557.196798640296947,689095.541589240892790
1155,6037701201.000000000000000,4433,Los Angeles,90402,Santa Monica,-118.494348799999997,34.041203600000003,7.760000000000000,8,5-10%,0.046000000000000,53,11.630000000000001,69,16.010000000000002,49,339.430000000000007,36,0.000000000000000,0,950.960000000000036,60,631.169999999999959,45,0.000000000000000,0,0.000000000000000,0,0.010000000000000,9,7,72,0.000000000000000,0,34.920000000000002,4.300000000000000,32,9.600000000000000,1,4.780000000000000,46,4.010000000000000,5,0.900000000000000,1,2.000000000000000,14,12.000000000000000,11,9.400000000000000,51,9.600000000000000,11,17.399999999999999,1.800000000000000,6,13.400000000000000,68.000000000000000,18.600000000000001,3.500000000000000,85.500000000000000,0.700000000000000,0.000000000000000,7.900000000000000,2.500000000000000,7223,1,2,6037701201,701201,1943,701201,2019,Santa Monica,2,Santa Monica,5,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000000000000,0,0,0,0,1.000000000000000,701201,5619.422461613838095,1936224.497075667837635
1156,6037195300.000000000000000,3203,Los Angeles,90027,Los Angeles,-118.283689300000006,34.099250599999998,32.270000000000003,64,60-65%,0.048000000000000,61,12.890000000000001,93,29.340000000000000,84,664.070000000000050,79,0.000000000000000,0,2860.070000000000164,73,971.210000000000036,66,0.000000000000000,0,3.000000000000000,22,0.220000000000000,63,5,55,0.200000000000000,9,53.310000000000002,6.570000000000000,80,46.609999999999999,52,2.820000000000000,7,9.789999999999999,73,12.900000000000000,47,9.000000000000000,55,35.600000000000001,53,6.700000000000000,26,23.399999999999999,72,47.380000000000003,4.910000000000000,46,6.700000000000000,83.099999999999994,10.199999999999999,30.399999999999999,51.100000000000001,1.700000000000000,0.200000000000000,13.800000000000001,2.800000000000000,2862,7,13,6037195300,195300,466,195300,2019,Los Angeles,1,Silverlake,4,3,4,9,0,0,0,1,10,0,0,0,1,0,1,9,0,2,0.000000000000000,1,17,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,1,0,2,0.000000000000000,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.887000000000000,0,0,0,0,29.887000000000000,195300,3374.027106409000226,580819.625625434331596
1157,6037620101.000000000000000,5426,Los Angeles,90245,El Segundo,-118.420860599999997,33.927450100000001,16.730000000000000,30,25-30%,0.044000000000000,40,12.050000000000001,82,36.630000000000003,91,399.829999999999984,42,0.000000000000000,0,2927.429999999999836,73,509.509999999999991,32,1.700000000000000,23,5.800000000000000,34,2.670000000000000,94,6,63,1.500000000000000,39,51.119999999999997,6.300000000000000,75,25.039999999999999,16,3.860000000000000,23,6.820000000000000,35,4.600000000000000,18,0.900000000000000,5,20.199999999999999,27,8.199999999999999,41,16.500000000000000,43,25.620000000000001,2.660000000000000,15,10.699999999999999,79.500000000000000,9.800000000000001,16.199999999999999,69.400000000000006,2.100000000000000,0.200000000000000,8.000000000000000,4.100000000000000,5667,3,6,6037620101,620101,1850,620101,2019,El Segundo,2,El Segundo,8,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,620101,4921.087666558079945,1354872.444816291565076
1158,6037620201.000000000000000,1530,Los Angeles,90266,Manhattan Beach,-118.421856199999993,33.903370299999999,5.920000000000000,5,1-5% (lowest scores),0.044000000000000,40,12.050000000000001,82,36.630000000000003,91,173.979999999999990,13,0.000000000000000,0,6022.000000000000000,85,597.230000000000018,41,9.000000000000000,60,0.000000000000000,0,6.050000000000000,98,6,63,0.000000000000000,0,48.270000000000003,5.950000000000000,68,16.770000000000000,5,3.850000000000000,23,5.200000000000000,14,0.000000000000000,0,0.000000000000000,0,15.400000000000000,17,3.300000000000000,4,,,9.590000000000000,0.990000000000000,1,5.300000000000000,87.599999999999994,7.100000000000000,8.000000000000000,80.900000000000006,0.700000000000000,0.100000000000000,5.900000000000000,4.300000000000000,7612,1,1,6037620201,620201,1852,620201,2019,Manhattan Beach,2,Manhattan Beach,8,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000000000000000,0,0,0,0,1.000000000000000,620201,2226.063812908116233,239229.987040039879503
1159,6037275603.000000000000000,2711,Los Angeles,90230,Culver City,-118.406625099999999,33.986475900000002,36.140000000000001,70,70-75%,0.046000000000000,53,12.050000000000001,82,28.850000000000001,83,659.820000000000050,74,0.000000000000000,0,2025.660000000000082,68,1781.420000000000073,88,11.250000000000000,66,44.250000000000000,89,0.200000000000000,57,10,86,0.250000000000000,10,63.219999999999999,7.790000000000000,95,34.649999999999999,33,5.590000000000000,68,6.550000000000000,31,12.600000000000000,47,8.699999999999999,54,23.399999999999999,33,6.600000000000000,25,22.300000000000001,68,44.759999999999998,4.640000000000000,42,8.500000000000000,73.000000000000000,18.500000000000000,34.899999999999999,34.899999999999999,3.800000000000000,0.300000000000000,22.199999999999999,4.000000000000000,2110,8,15,6037275603,275603,924,275603,2019,Los Angeles,1,Barnes City,5,2,11,0,0,0,0,1,7,0,0,3,0,7,0,0,4,0,12.523000000000000,0,0,0,0,0.087000000000000,0,0,1,0,0.262000000000000,0,0,3,0,12.260000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.756000000000000,0,0,0,0,23.756000000000000,275603,5099.192992531808159,1031177.067092012963258
1160,6037275500.000000000000000,5207,Los Angeles,90230,Culver City,-118.414870500000006,33.991810500000000,33.299999999999997,65,65-70%,0.046000000000000,53,12.050000000000001,82,28.850000000000001,83,585.990000000000009,62,0.000000000000000,0,1907.079999999999927,67,920.230000000000018,64,0.000000000000000,0,16.800000000000001,65,0.070000000000000,29,10,86,0.000000000000000,0,51.070000000000000,6.290000000000000,75,37.780000000000001,38,4.040000000000000,27,7.130000000000000,39,31.600000000000001,78,10.500000000000000,61,61.299999999999997,86,15.300000000000001,86,13.100000000000000,26,51.049999999999997,5.290000000000000,52,14.900000000000000,75.400000000000006,9.699999999999999,71.000000000000000,13.000000000000000,6.200000000000000,0.200000000000000,8.100000000000000,1.500000000000000,2494,7,14,6037275500,275500,922,275500,2019,Los Angeles,1,Del Rey,5,2,11,1,0,0,0,1,0,0,0,4,0,2,0,0,6,0,3.578000000000000,0,0,0,0,0.025000000000000,0,0,1,0,0.075000000000000,0,0,5,0,3.503000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.222000000000000,0,0,0,0,9.222000000000000,275500,3584.599794989484053,789356.784832251723856
1161,6037275102.000000000000000,4226,Los Angeles,90230,Culver City,-118.411246899999995,33.997978900000000,31.109999999999999,61,60-65%,0.046000000000000,53,12.050000000000001,82,28.850000000000001,83,671.389999999999986,79,0.000000000000000,0,1883.819999999999936,67,4230.960000000000036,100,0.000000000000000,0,12.050000000000001,54,0.000000000000000,0,10,86,0.000000000000000,0,53.520000000000003,6.590000000000000,81,37.719999999999999,38,4.050000000000000,27,7.140000000000000,39,29.000000000000000,75,10.400000000000000,60,48.000000000000000,71,7.600000000000000,35,15.800000000000001,39,45.509999999999998,4.720000000000000,43,14.699999999999999,77.400000000000006,7.900000000000000,67.099999999999994,19.800000000000001,2.300000000000000,0.100000000000000,8.600000000000000,2.100000000000000,2882,7,13,6037275102,275102,917,275102,2019,Los Angeles,1,Del Rey,5,2,11,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.000000000000000,0,0,0,0,15.000000000000000,275102,3698.436314470176058,616581.056850199820474
1162,6037274202.000000000000000,4337,Los Angeles,90292,Marina del Rey,-118.460712999999998,33.971981599999999,19.100000000000001,36,35-40%,0.046000000000000,53,12.050000000000001,82,23.190000000000001,71,578.879999999999995,61,0.000000000000000,0,1787.720000000000027,67,617.470000000000027,43,4.000000000000000,39,5.500000000000000,33,0.080000000000000,31,28,100,1.000000000000000,33,51.590000000000003,6.350000000000000,76,30.170000000000002,25,4.430000000000000,37,6.410000000000000,29,3.400000000000000,12,7.100000000000000,47,18.600000000000001,24,9.100000000000000,49,7.800000000000000,6,28.980000000000000,3.000000000000000,19,5.900000000000000,74.000000000000000,20.100000000000001,6.300000000000000,82.099999999999994,3.500000000000000,0.100000000000000,5.000000000000000,3.000000000000000,4848,4,8,6037274202,274202,915,274202,2019,Los Angeles,1,Marina Peninsula,5,3,11,0,0,0,0,1,22,0,0,8,0,0,0,0,11,0,0.000000000000000,0,0,1,0,0.000000000000000,0,0,2,0,0.000000000000000,0,0,9,0,0.000000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.289000000000001,0,0,0,0,33.289000000000001,274202,5332.573125030872689,1099160.691505544120446
1163,6037273902.000000000000000,4227,Los Angeles,90291,Venice,-118.466113699999994,33.983198999999999,22.670000000000002,44,40-45%,0.046000000000000,53,12.050000000000001,82,27.489999999999998,81,581.059999999999945,61,0.000000000000000,0,1652.299999999999955,66,702.919999999999959,50,1.600000000000000,23,21.600000000000001,73,0.100000000000000,43,17,98,3.000000000000000,62,57.299999999999997,7.060000000000000,87,27.829999999999998,21,4.410000000000000,36,6.450000000000000,30,3.300000000000000,12,3.500000000000000,26,17.699999999999999,22,10.000000000000000,56,17.600000000000001,49,30.969999999999999,3.210000000000000,21,7.500000000000000,81.000000000000000,11.500000000000000,9.100000000000000,79.900000000000006,3.000000000000000,0.100000000000000,4.600000000000000,3.400000000000000,4450,5,9,6037273902,273902,913,273902,2019,Los Angeles,1,Venice,5,3,11,17,1,0,0,1,23,0,0,4,13,6,3,6,6,20,10.734000000000000,4,10,0,2,0.075000000000000,0,0,1,3,0.225000000000000,0,1,5,17,10.509000000000000,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.111000000000004,0,0,0,0,74.111000000000004,273902,4184.355608087446853,905679.186073411372490
1164,6037273502.000000000000000,2884,Los Angeles,90291,Venice,-118.472226000000006,33.986715300000000,21.899999999999999,43,40-45%,0.046000000000000,53,12.050000000000001,82,25.640000000000001,78,588.450000000000045,63,0.000000000000000,0,1578.250000000000000,65,612.750000000000000,43,0.700000000000000,11,19.800000000000001,70,0.100000000000000,43,12,91,0.500000000000000,20,52.219999999999999,6.430000000000000,78,33.939999999999998,32,3.170000000000000,11,7.940000000000000,50,1.200000000000000,2,0.000000000000000,0,24.699999999999999,36,10.800000000000001,62,24.000000000000000,74,32.829999999999998,3.400000000000000,24,5.400000000000000,89.099999999999994,5.500000000000000,9.500000000000000,78.000000000000000,3.200000000000000,0.500000000000000,4.400000000000000,4.400000000000000,4448,5,9,6037273502,273502,909,273502,2019,Los Angeles,1,Venice,5,3,11,28,10,0,0,1,58,0,0,24,18,4,18,12,34,28,7.156000000000000,23,19,2,2,0.050000000000000,0,0,6,4,0.150000000000000,0,1,28,24,7.006000000000000,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.110000000000014,0,0,0,0,181.110000000000014,273502,3152.523924143673867,552600.633697395562194
1165,6037273402.000000000000000,3172,Los Angeles,90291,Venice,-118.479229099999998,33.991782000000001,18.230000000000000,34,30-35%,0.046000000000000,53,12.050000000000001,82,2.360000000000000,7,581.360000000000014,61,0.000000000000000,0,1493.440000000000055,64,910.029999999999973,63,4.100000000000000,39,9.500000000000000,47,0.080000000000000,31,6,63,0.000000000000000,0,43.479999999999997,5.360000000000000,54,33.600000000000001,31,2.920000000000000,8,7.850000000000000,49,2.100000000000000,6,1.900000000000000,13,24.600000000000001,36,12.000000000000000,70,19.600000000000001,57,32.820000000000000,3.400000000000000,24,3.900000000000000,87.500000000000000,8.600000000000000,9.800000000000001,77.599999999999994,3.500000000000000,0.400000000000000,4.700000000000000,3.900000000000000,5240,4,7,6037273402,273402,908,273402,2019,Los Angeles,1,Venice,5,3,11,70,15,0,0,1,98,0,0,8,24,26,38,28,11,37,46.512999999999998,48,45,1,3,0.325000000000000,1,1,2,6,0.975000000000000,1,3,9,32,45.539000000000001,47,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303.689999999999998,0,0,0,0,303.689999999999998,273402,3334.547760182734692,542338.581589408568107
1166,6037272202.000000000000000,3378,Los Angeles,90066,Los Angeles,-118.439148799999998,33.997553300000000,27.289999999999999,54,50-55%,0.046000000000000,53,12.050000000000001,82,27.489999999999998,81,588.450000000000045,63,0.000000000000000,0,1679.240000000000009,66,904.250000000000000,63,9.449999999999999,61,7.800000000000000,42,0.100000000000000,43,0,0,0.000000000000000,0,48.490000000000002,5.970000000000000,68,34.350000000000001,32,2.850000000000000,7,6.680000000000000,33,15.199999999999999,53,8.699999999999999,54,45.899999999999999,68,12.699999999999999,74,23.000000000000000,71,44.060000000000002,4.570000000000000,41,9.800000000000001,83.799999999999997,6.400000000000000,43.399999999999999,39.200000000000003,3.900000000000000,0.400000000000000,9.300000000000001,3.800000000000000,3677,6,11,6037272202,272202,902,272202,2019,Los Angeles,1,Mar Vista,5,2,11,3,0,0,0,1,2,0,0,0,0,3,0,0,0,0,5.367000000000000,0,0,0,0,0.037000000000000,0,0,0,0,0.112000000000000,0,0,0,0,5.254000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.367000000000000,0,0,0,0,7.367000000000000,272202,2677.570418779585907,310770.795678845723160
1167,6037272201.000000000000000,2411,Los Angeles,90066,Los Angeles,-118.434126500000005,34.000383200000002,21.789999999999999,43,40-45%,0.046000000000000,53,12.050000000000001,82,27.489999999999998,81,588.450000000000045,63,0.000000000000000,0,1680.980000000000018,66,917.909999999999968,63,0.000000000000000,0,0.000000000000000,0,0.020000000000000,16,0,0,0.000000000000000,0,39.899999999999999,4.920000000000000,45,34.350000000000001,32,4.170000000000000,30,6.680000000000000,33,18.399999999999999,59,13.199999999999999,70,41.700000000000003,62,7.500000000000000,34,16.699999999999999,44,42.740000000000002,4.430000000000000,39,9.699999999999999,82.000000000000000,8.300000000000001,38.000000000000000,44.000000000000000,4.400000000000000,0.400000000000000,10.199999999999999,3.000000000000000,4445,5,9,6037272201,272201,901,272201,2019,Los Angeles,1,Mar Vista,5,2,11,8,0,0,0,1,0,0,0,0,4,5,1,0,0,6,8.945000000000000,1,0,0,0,0.062000000000000,0,0,0,1,0.187000000000000,0,0,0,5,8.757000000000000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.446999999999999,0,0,0,0,16.446999999999999,272201,2041.834274966576231,259425.562053585599642
1168,6037271902.000000000000000,3877,Los Angeles,90066,Los Angeles,-118.431677100000002,34.009628900000003,18.440000000000001,34,30-35%,0.046000000000000,53,12.050000000000001,82,29.879999999999999,85,588.450000000000045,63,0.000000000000000,0,1641.160000000000082,65,1064.369999999999891,70,0.000000000000000,0,0.000000000000000,0,0.000000000000000,0,0,0,0.000000000000000,0,39.890000000000001,4.910000000000000,45,34.350000000000001,32,3.440000000000000,16,6.680000000000000,33,7.200000000000000,29,7.500000000000000,49,33.200000000000003,50,10.300000000000001,58,16.300000000000001,42,36.180000000000000,3.750000000000000,29,9.000000000000000,78.900000000000006,12.100000000000000,23.899999999999999,56.000000000000000,3.200000000000000,0.100000000000000,12.500000000000000,4.300000000000000,5239,4,7,6037271902,271902,899,271902,2019,Los Angeles,1,Mar Vista,5,2,11,0,0,0,0,1,1,0,0,1,0,4,0,0,1,0,7.156000000000000,0,0,0,0,0.050000000000000,0,0,0,0,0.150000000000000,0,0,1,0,7.006000000000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.567000000000000,0,0,0,0,9.567000000000000,271902,3883.064110656835965,925574.211116467718966
1169,6037271901.000000000000000,3087,Los Angeles,90066,Los Angeles,-118.424672299999997,34.012835699999997,28.140000000000001,56,55-60%,0.046000000000000,53,12.050000000000001,82,33.049999999999997,88,588.450000000000045,63,0.000000000000000,0,1674.549999999999955,66,3418.130000000000109,99,0.000000000000000,0,14.300000000000001,59,0.000000000000000,0,0,0,0.000000000000000,0,46.799999999999997,5.760000000000000,64,27.620000000000001,21,5.750000000000000,72,5.560000000000000,18,20.500000000000000,63,10.400000000000000,60,34.600000000000001,52,11.500000000000000,67,16.800000000000001,44,47.070000000000000,4.880000000000000,46,10.400000000000000,79.299999999999997,10.300000000000001,28.199999999999999,44.200000000000003,7.100000000000000,0.100000000000000,16.699999999999999,3.800000000000000,3272,6,12,6037271901,271901,898,271901,2019,Los Angeles,1,Mar Vista,5,2,11,5,0,0,0,1,10,0,0,0,4,2,24,2,0,6,3.578000000000000,31,3,0,0,0.025000000000000,0,0,0,1,0.075000000000000,1,0,0,5,3.503000000000000,30,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.593000000000004,0,0,0,0,53.593000000000004,271901,3259.038502988277287,654755.665759209892713
1170,6037269905.000000000000000,2423,Los Angeles,90034,Los Angeles,-118.401880700000007,34.021857400000002,32.329999999999998,64,60-65%,0.046000000000000,53,12.050000000000001,82,33.280000000000001,89,673.279999999999973,79,0.000000000000000,0,1720.430000000000064,66,854.429999999999950,60,0.100000000000000,2,3.750000000000000,25,0.100000000000000,43,9,81,1.500000000000000,39,53.560000000000002,6.600000000000000,81,39.109999999999999,41,5.690000000000000,70,9.220000000000001,66,13.300000000000001,48,3.200000000000000,24,23.699999999999999,34,2.000000000000000,1,23.100000000000001,71,47.250000000000000,4.900000000000000,46,6.600000000000000,88.799999999999997,4.600000000000000,31.000000000000000,32.100000000000001,11.300000000000001,0.600000000000000,20.300000000000001,4.600000000000000,2879,7,13,6037269905,269905,882,269905,2019,Los Angeles,1,Palms,5,2,5,0,0,0,0,1,8,0,0,3,5,3,0,2,4,8,5.367000000000000,0,3,0,1,0.037000000000000,0,0,1,1,0.112000000000000,0,0,3,7,5.254000000000000,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.609000000000002,0,0,0,0,28.609000000000002,269905,2512.355027621124009,237020.684491132851690
1171,6037269904.000000000000000,3902,Los Angeles,90034,Los Angeles,-118.411878999999999,34.027808999999998,27.489999999999998,55,50-55%,0.046000000000000,53,12.050000000000001,82,33.280000000000001,89,588.450000000000045,63,0.000000000000000,0,1654.779999999999973,66,2544.250000000000000,95,0.000000000000000,0,1.500000000000000,9,0.010000000000000,9,0,0,0.000000000000000,0,43.740000000000002,5.390000000000000,55,39.789999999999999,42,4.740000000000000,45,9.550000000000001,70,5.900000000000000,24,6.800000000000000,46,38.500000000000000,57,8.199999999999999,41,21.399999999999999,65,49.210000000000001,5.100000000000000,49,6.200000000000000,86.599999999999994,7.200000000000000,21.600000000000001,40.799999999999997,11.300000000000001,0.200000000000000,21.600000000000001,4.500000000000000,3675,6,11,6037269904,269904,881,269904,2019,Los Angeles,1,Palms,5,2,5,0,0,0,0,1,3,0,0,0,2,0,5,0,0,3,0.000000000000000,6,0,0,0,0.000000000000000,0,0,0,0,0.000000000000000,0,0,0,3,0.000000000000000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.481999999999999,0,0,0,0,12.481999999999999,269904,2746.527555915175071,332753.747390444099437
